종목코드,종목명,시장구분
150900,파수,KOSDAQ
037030,파워넷,KOSDAQ
047310,파워로직스,KOSDAQ
368770,파이버프로,KOSDAQ
170790,파이오링크,KOSDAQ
049120,파인디앤씨,KOSDAQ
038950,파인디지털,KOSDAQ
387570,파인메딕스,KOSDAQ
441270,파인엠텍,KOSDAQ
106240,파인테크닉스,KOSDAQ
131760,파인텍,KOSDAQ
065690,파커스,KOSDAQ
140860,파크시스템스,KOSDAQ
091700,파트론,KOSDAQ
032800,판타지오,KOSDAQ
318010,팜스빌,KOSDAQ
027710,팜스토리,KOSDAQ
225590,패션플랫폼,KOSDAQ
054300,팬스타엔터프라이즈,KOSDAQ
068050,팬엔터테인먼트,KOSDAQ
222110,팬젠,KOSDAQ
271830,팸텍,KOSDAQ
263750,펄어비스,KOSDAQ
251970,펌텍코리아,KOSDAQ
168360,펨트론,KOSDAQ
087010,펩트론,KOSDAQ
064800,포니링크,KOSDAQ
119500,포메탈,KOSDAQ
389140,포바이포,KOSDAQ
105760,포스뱅크,KOSDAQ
009520,포스코엠텍,KOSDAQ
189690,포시에스,KOSDAQ
318020,포인트모바일,KOSDAQ
256630,포인트엔지니어링,KOSDAQ
331380,포커스에이아이,KOSDAQ
208710,포톤,KOSDAQ
472850,폰드그룹,KOSDAQ
039980,폴라리스AI,KOSDAQ
041910,폴라리스AI파마,KOSDAQ
234100,폴라리스세원,KOSDAQ
041020,폴라리스오피스,KOSDAQ
114630,폴라리스우노,KOSDAQ
290720,푸드나무,KOSDAQ
005670,푸드웰,KOSDAQ
094940,푸른기술,KOSDAQ
057880,푸른소나무,KOSDAQ
007330,푸른저축은행,KOSDAQ
093380,풍강,KOSDAQ
023900,풍국주정,KOSDAQ
371950,풍원정밀,KOSDAQ
370090,퓨런티어,KOSDAQ
445180,퓨릿,KOSDAQ
151910,퓨처코어,KOSDAQ
220100,퓨쳐켐,KOSDAQ
035200,프럼파스트,KOSDAQ
334970,프레스티지바이오로직스,KOSDAQ
321260,프로이천,KOSDAQ
053610,프로텍,KOSDAQ
303360,프로티아,KOSDAQ
377220,프롬바이오,KOSDAQ
335810,프리시젼바이오,KOSDAQ
053160,프리엠스,KOSDAQ
405000,플라즈맵,KOSDAQ
041590,플래스크,KOSDAQ
367000,플래티어,KOSDAQ
075130,플랜티넷,KOSDAQ
237820,플레이디,KOSDAQ
023770,플레이위드,KOSDAQ
019570,플루토스,KOSDAQ
300080,플리토,KOSDAQ
033790,피노,KOSDAQ
032580,피델릭스,KOSDAQ
051380,피씨디렉트,KOSDAQ
241820,피씨엘,KOSDAQ
452450,피아이이,KOSDAQ
237750,피앤씨테크,KOSDAQ
460940,피앤에스로보틱스,KOSDAQ
319660,피에스케이,KOSDAQ
031980,피에스케이홀딩스,KOSDAQ
002230,피에스텍,KOSDAQ
043370,피에이치에이,KOSDAQ
239890,피엔에이치테크,KOSDAQ
347740,피엔케이피부임상연구센타,KOSDAQ
137400,피엔티,KOSDAQ
257370,피엔티엠에스,KOSDAQ
147760,피엠티,KOSDAQ
128660,피제이메탈,KOSDAQ
006140,피제이전자,KOSDAQ
376180,피코그램,KOSDAQ
304840,피플바이오,KOSDAQ
087600,픽셀플러스,KOSDAQ
291810,핀텔,KOSDAQ
378340,필에너지,KOSDAQ
161580,필옵틱스,KOSDAQ
347770,핌스,KOSDAQ
163730,핑거,KOSDAQ
417180,핑거스토리,KOSDAQ
446750,하나26호스팩,KOSDAQ
448370,하나27호스팩,KOSDAQ
454750,하나28호스팩,KOSDAQ
454640,하나29호스팩,KOSDAQ
469880,하나30호스팩,KOSDAQ
469900,하나31호스팩,KOSDAQ
475240,하나32호스팩,KOSDAQ
475250,하나33호스팩,KOSDAQ
484130,하나34호스팩,KOSDAQ
299030,하나기술,KOSDAQ
067310,하나마이크론,KOSDAQ
166090,하나머티리얼즈,KOSDAQ
136480,하림,KOSDAQ
003380,하림지주,KOSDAQ
450330,하스,KOSDAQ
101670,하이드로리튬,KOSDAQ
365590,하이딥,KOSDAQ
149980,하이로닉,KOSDAQ
013030,하이록코리아,KOSDAQ
126700,하이비젼시스템,KOSDAQ
450050,하이제8호스팩,KOSDAQ
160190,하이젠알앤엠,KOSDAQ
221840,하이즈항공,KOSDAQ
106190,하이텍팜,KOSDAQ
065650,하이퍼코퍼레이션,KOSDAQ
066130,하츠,KOSDAQ
004590,한국가구,KOSDAQ
039340,한국경제TV,KOSDAQ
034950,한국기업평가,KOSDAQ
222980,한국맥널티,KOSDAQ
256840,한국비엔씨,KOSDAQ
219750,한국비티비,KOSDAQ
025550,한국선재,KOSDAQ
017890,한국알콜,KOSDAQ
080720,한국유니온제약,KOSDAQ
041460,한국전자인증,KOSDAQ
101680,한국정밀기계,KOSDAQ
039740,한국정보공학,KOSDAQ
053300,한국정보인증,KOSDAQ
025770,한국정보통신,KOSDAQ
458610,한국제12호스팩,KOSDAQ
464440,한국제13호스팩,KOSDAQ
479880,한국제15호스팩,KOSDAQ
062970,한국첨단소재,KOSDAQ
023760,한국캐피탈,KOSDAQ
054040,한국컴퓨터,KOSDAQ
021650,한국큐빅,KOSDAQ
032300,한국파마,KOSDAQ
037230,한국팩키지,KOSDAQ
448900,한국피아이엠,KOSDAQ
030520,한글과컴퓨터,KOSDAQ
052600,한네트,KOSDAQ
256150,한독크린텍,KOSDAQ
092460,한라IMS,KOSDAQ
452190,한빛레이저,KOSDAQ
047080,한빛소프트,KOSDAQ
452280,한선엔지니어링,KOSDAQ
066980,한성크린텍,KOSDAQ
114810,한솔아이원스,KOSDAQ
070590,한솔인티큐브,KOSDAQ
042520,한스바이오메드,KOSDAQ
430690,한싹,KOSDAQ
078350,한양디지텍,KOSDAQ
045100,한양이엔지,KOSDAQ
320000,한울반도체,KOSDAQ
091440,한울소재과학,KOSDAQ
276730,한울앤제주,KOSDAQ
024740,한일단조,KOSDAQ
005860,한일사료,KOSDAQ
007770,한일화학,KOSDAQ
198940,한주라이트메탈,KOSDAQ
058450,한주에이알티,KOSDAQ
107640,한중엔시에스,KOSDAQ
079170,한창산업,KOSDAQ
054920,한컴위드,KOSDAQ
457370,한켐,KOSDAQ
002680,한탑,KOSDAQ
098070,한텍,KOSDAQ
455310,한화플러스제4호스팩,KOSDAQ
498390,한화플러스제5호스팩,KOSDAQ
034810,해성산업,KOSDAQ
03481K,해성산업1우,KOSDAQ
059270,해성에어로보틱스,KOSDAQ
076610,해성옵틱스,KOSDAQ
220180,핸디소프트,KOSDAQ
900270,헝셩그룹,KOSDAQ
214180,헥토이노베이션,KOSDAQ
234340,헥토파이낸셜,KOSDAQ
084990,헬릭스미스,KOSDAQ
187660,현대ADM,KOSDAQ
170030,현대공업,KOSDAQ
319400,현대무벡스,KOSDAQ
048410,현대바이오,KOSDAQ
052260,현대바이오랜드,KOSDAQ
016790,현대사료,KOSDAQ
041440,현대에버다임,KOSDAQ
039010,현대에이치티,KOSDAQ
090850,현대이지웰,KOSDAQ
460930,현대힘스,KOSDAQ
092300,현우산업,KOSDAQ
138360,협진,KOSDAQ
011080,형지I&C,KOSDAQ
308100,형지글로벌,KOSDAQ
064240,홈캐스트,KOSDAQ
039610,화성밸브,KOSDAQ
126640,화신정공,KOSDAQ
127980,화인써키트,KOSDAQ
061250,화일약품,KOSDAQ
097870,효성오앤비,KOSDAQ
290270,휴네시온,KOSDAQ
353190,휴럼,KOSDAQ
090710,휴림로봇,KOSDAQ
078590,휴림에이텍,KOSDAQ
205470,휴마시스,KOSDAQ
115160,휴맥스,KOSDAQ
028080,휴맥스홀딩스,KOSDAQ
175140,휴먼테크놀로지,KOSDAQ
200670,휴메딕스,KOSDAQ
065510,휴비츠,KOSDAQ
263920,휴엠앤씨,KOSDAQ
243070,휴온스,KOSDAQ
084110,휴온스글로벌,KOSDAQ
145020,휴젤,KOSDAQ
024060,흥구석유,KOSDAQ
010240,흥국,KOSDAQ
189980,흥국에프엔비,KOSDAQ
037440,희림,KOSDAQ
238490,힘스,KOSDAQ
